,name_0,name_1,Search Amount
2589,"""Sean Boyd""","""Alain Bouchard""",48
2590,"""Sean Boyd""","""Frank Patrick D'Eramo""",0
2591,"""Sean Boyd""","""Donald M. Jenkins""",0
2592,"""Sean Boyd""","""Madhu Ranganathan""",8
2593,"""Sean Boyd""","""Richard Lord""",3
2594,"""Sean Boyd""","""Anil Wadhwani""",1
2595,"""Sean Boyd""","""Kevan S. Gorrie""",0
2596,"""Sean Boyd""","""Ian L. Edwards""",2
2597,"""Sean Boyd""","""Martin Schwartz""",10
2598,"""Sean Boyd""","""Jeffrey Schwartz""",18
2599,"""Sean Boyd""","""Jeff Segel""",4
2600,"""Sean Boyd""","""Jay A. Forbes""",3
2601,"""Sean Boyd""","""Thomas J. Appio""",0
2602,"""Sean Boyd""","""Michael Steinmann""",50
2603,"""Sean Boyd""","""Simon David Harrison""",0
2604,"""Sean Boyd""","""Siegfried W. Kiefer""",0
2605,"""Sean Boyd""","""Timothy Alexander Miller""",0
2606,"""Sean Boyd""","""Christopher Allan Govan""",0
2607,"""Sean Boyd""","""Victor G. Dodig""",24
2608,"""Sean Boyd""","""Paul S. Herendeen""",0
2609,"""Sean Boyd""","""Mark Kenney""",10
2610,"""Sean Boyd""","""Geert Verellen""",0
2611,"""Sean Boyd""","""Ian M. Fillinger""",2
2612,"""Sean Boyd""","""Robert P. Wildeboer""",2
2613,"""Sean Boyd""","""Worthing F. Jackman""",25
2614,"""Sean Boyd""","""Richard Dufresne""",4
2615,"""Sean Boyd""","""Paul McAleese""",1
2616,"""Sean Boyd""","""Joseph D. Randell""",5
2617,"""Sean Boyd""","""Marc Parent""",49
2618,"""Sean Boyd""","""Stephen Elias Loukas""",0
2619,"""Sean Boyd""","""Geoffrey Robillard""",0
2620,"""Sean Boyd""","""Brian Tellef Vaasjo""",0
2621,"""Sean Boyd""","""Thomas J. Hofstedter""",16
2622,"""Anthony Paul Makuch""","""Paul Anthony Mahon""",0
2623,"""Anthony Paul Makuch""","""Barry Sean McInerney""",0
2624,"""Anthony Paul Makuch""","""Jose Boisjoli""",0
2625,"""Anthony Paul Makuch""","""Timothy Shawn McKay""",0
2626,"""Anthony Paul Makuch""","""Jean Gattuso""",0
2627,"""Anthony Paul Makuch""","""Michael Bennett Medline""",0
2628,"""Anthony Paul Makuch""","""Al Monaco""",0
2629,"""Anthony Paul Makuch""","""Geoffrey T. Martin""",0
2630,"""Anthony Paul Makuch""","""Robert Andrew Mionis""",0
2631,"""Anthony Paul Makuch""","""Joseph C. Papa""",0
2632,"""Anthony Paul Makuch""","""Peter J. Marrone""",0
2633,"""Anthony Paul Makuch""","""Jamie Bennett Porteous""",0
2634,"""Anthony Paul Makuch""","""Charles J. G. Brindamour""",0
2635,"""Anthony Paul Makuch""","""Anthony Munk""",0
2636,"""Anthony Paul Makuch""","""Jean-Guy Desjardins""",0
2637,"""Anthony Paul Makuch""","""Jeffrey Robert Carney""",0
2638,"""Anthony Paul Makuch""","""Francois Olivier""",0
2639,"""Anthony Paul Makuch""","""Randall L. Crawford""",0
2640,"""Anthony Paul Makuch""","""Kevin Andrew McCreadie""",0
2641,"""Anthony Paul Makuch""","""Damon Murchison""",0
2642,"""Anthony Paul Makuch""","""Alan Schwartz""",0
2643,"""Anthony Paul Makuch""","""Neil Rossy""",0
2644,"""Anthony Paul Makuch""","""Ann M. Fandozzi""",0
2645,"""Anthony Paul Makuch""","""Glenn J. Chamandy""",0
2646,"""Anthony Paul Makuch""","""John S. Chen""",0
2647,"""Anthony Paul Makuch""","""Galen G. Weston""",0
2648,"""Anthony Paul Makuch""","""Gary Berman""",0
2649,"""Anthony Paul Makuch""","""Daniel Racine""",0
2650,"""Anthony Paul Makuch""","""Michael H. McCain""",0
2651,"""Anthony Paul Makuch""","""Peter F. Grosskopf""",7
2652,"""Anthony Paul Makuch""","""David Eric Klein""",0
2653,"""Anthony Paul Makuch""","""W. Whitney George""",0
2654,"""Anthony Paul Makuch""","""Brian Johnston Porter""",0
2655,"""Anthony Paul Makuch""","""Graham Patrick Shuttleworth""",0
2656,"""Anthony Paul Makuch""","""William Darryl White""",0
2657,"""Anthony Paul Makuch""","""Stephen Clarkson Peacher""",0
2658,"""Anthony Paul Makuch""","""Derek Neldner""",0
2659,"""Anthony Paul Makuch""","""Bharat B. Masrani""",0
2660,"""Anthony Paul Makuch""","""Kevin J. Thomson""",0
2661,"""Anthony Paul Makuch""","""David Gerard Hutchens""",0
2662,"""Anthony Paul Makuch""","""Luc Mongeau""",0
2663,"""Anthony Paul Makuch""","""Michael J. Cooper""",0
2664,"""Anthony Paul Makuch""","""Steven R. Spaulding""",0
2665,"""Anthony Paul Makuch""","""Navjeet Singh Dhillon""",0
2666,"""Anthony Paul Makuch""","""Laurent Ferreira""",0
2667,"""Anthony Paul Makuch""","""Photis Peter Pascali""",0
2668,"""Anthony Paul Makuch""","""Mirko Bibic""",0
2669,"""Anthony Paul Makuch""","""Scott Carlyle Balfour""",0
2670,"""Anthony Paul Makuch""","""George Raymond Burns""",0
2671,"""Anthony Paul Makuch""","""Randy V. J. Smallwood""",0
2672,"""Anthony Paul Makuch""","""Timothy Michael Miller""",0
2673,"""Anthony Paul Makuch""","""Eric Richer La Fleche""",0
2674,"""Anthony Paul Makuch""","""Terrance Lloyd McKibbon""",0
2675,"""Anthony Paul Makuch""","""Joseph M. Natale""",0
2676,"""Anthony Paul Makuch""","""Michael Cammarata""",0
2677,"""Anthony Paul Makuch""","""Claude Bigras""",0
2678,"""Anthony Paul Makuch""","""Ewout R. Heersink""",0
2679,"""Anthony Paul Makuch""","""L. Scott Thomson""",0
2680,"""Anthony Paul Makuch""","""Pauline Dhillon""",0
2681,"""Anthony Paul Makuch""","""David I. McKay""",0
2682,"""Anthony Paul Makuch""","""Bradley William Corson""",0
2683,"""Anthony Paul Makuch""","""Louis Vachon """,0
2684,"""Anthony Paul Makuch""","""Jose E. Cil""",0
2685,"""Anthony Paul Makuch""","""Nancy C. Southern""",0
2686,"""Anthony Paul Makuch""","""Donald B. Kayne""",0
2687,"""Anthony Paul Makuch""","""Peter Gerald Jan Kukielski""",0
2688,"""Anthony Paul Makuch""","""Daniel Barclay""",0
2689,"""Anthony Paul Makuch""","""Trevor English""",0
2690,"""Anthony Paul Makuch""","""Zoran Stakic""",0
2691,"""Anthony Paul Makuch""","""Alain Bouchard""",0
2692,"""Anthony Paul Makuch""","""Frank Patrick D'Eramo""",0
2693,"""Anthony Paul Makuch""","""Donald M. Jenkins""",0
2694,"""Anthony Paul Makuch""","""Madhu Ranganathan""",0
2695,"""Anthony Paul Makuch""","""Richard Lord""",0
2696,"""Anthony Paul Makuch""","""Anil Wadhwani""",0
2697,"""Anthony Paul Makuch""","""Kevan S. Gorrie""",0
2698,"""Anthony Paul Makuch""","""Ian L. Edwards""",0
2699,"""Anthony Paul Makuch""","""Martin Schwartz""",0
2700,"""Anthony Paul Makuch""","""Jeffrey Schwartz""",0
2701,"""Anthony Paul Makuch""","""Jeff Segel""",0
2702,"""Anthony Paul Makuch""","""Jay A. Forbes""",0
2703,"""Anthony Paul Makuch""","""Thomas J. Appio""",0
2704,"""Anthony Paul Makuch""","""Michael Steinmann""",0
2705,"""Anthony Paul Makuch""","""Simon David Harrison""",0
2706,"""Anthony Paul Makuch""","""Siegfried W. Kiefer""",0
2707,"""Anthony Paul Makuch""","""Timothy Alexander Miller""",0
2708,"""Anthony Paul Makuch""","""Christopher Allan Govan""",0
2709,"""Anthony Paul Makuch""","""Victor G. Dodig""",0
2710,"""Anthony Paul Makuch""","""Paul S. Herendeen""",0
2711,"""Anthony Paul Makuch""","""Mark Kenney""",0
2712,"""Anthony Paul Makuch""","""Geert Verellen""",0
2713,"""Anthony Paul Makuch""","""Ian M. Fillinger""",0
2714,"""Anthony Paul Makuch""","""Robert P. Wildeboer""",0
2715,"""Anthony Paul Makuch""","""Worthing F. Jackman""",0
2716,"""Anthony Paul Makuch""","""Richard Dufresne""",0
2717,"""Anthony Paul Makuch""","""Paul McAleese""",0
2718,"""Anthony Paul Makuch""","""Joseph D. Randell""",0
2719,"""Anthony Paul Makuch""","""Marc Parent""",0
2720,"""Anthony Paul Makuch""","""Stephen Elias Loukas""",0
2721,"""Anthony Paul Makuch""","""Geoffrey Robillard""",0
2722,"""Anthony Paul Makuch""","""Brian Tellef Vaasjo""",0
2723,"""Anthony Paul Makuch""","""Thomas J. Hofstedter""",0
2724,"""Paul Anthony Mahon""","""Barry Sean McInerney""",0
2725,"""Paul Anthony Mahon""","""Jose Boisjoli""",0
2726,"""Paul Anthony Mahon""","""Timothy Shawn McKay""",0
2727,"""Paul Anthony Mahon""","""Jean Gattuso""",0
2728,"""Paul Anthony Mahon""","""Michael Bennett Medline""",0
2729,"""Paul Anthony Mahon""","""Al Monaco""",0
2730,"""Paul Anthony Mahon""","""Geoffrey T. Martin""",0
2731,"""Paul Anthony Mahon""","""Robert Andrew Mionis""",0
2732,"""Paul Anthony Mahon""","""Joseph C. Papa""",0
2733,"""Paul Anthony Mahon""","""Peter J. Marrone""",0
2734,"""Paul Anthony Mahon""","""Jamie Bennett Porteous""",0
2735,"""Paul Anthony Mahon""","""Charles J. G. Brindamour""",0
2736,"""Paul Anthony Mahon""","""Anthony Munk""",0
2737,"""Paul Anthony Mahon""","""Jean-Guy Desjardins""",0
2738,"""Paul Anthony Mahon""","""Jeffrey Robert Carney""",0
2739,"""Paul Anthony Mahon""","""Francois Olivier""",0
2740,"""Paul Anthony Mahon""","""Randall L. Crawford""",0
2741,"""Paul Anthony Mahon""","""Kevin Andrew McCreadie""",0
2742,"""Paul Anthony Mahon""","""Damon Murchison""",0
2743,"""Paul Anthony Mahon""","""Alan Schwartz""",0
2744,"""Paul Anthony Mahon""","""Neil Rossy""",0
2745,"""Paul Anthony Mahon""","""Ann M. Fandozzi""",0
2746,"""Paul Anthony Mahon""","""Glenn J. Chamandy""",0
2747,"""Paul Anthony Mahon""","""John S. Chen""",0
2748,"""Paul Anthony Mahon""","""Galen G. Weston""",0
2749,"""Paul Anthony Mahon""","""Gary Berman""",0
2750,"""Paul Anthony Mahon""","""Daniel Racine""",0
2751,"""Paul Anthony Mahon""","""Michael H. McCain""",0
2752,"""Paul Anthony Mahon""","""Peter F. Grosskopf""",0
2753,"""Paul Anthony Mahon""","""David Eric Klein""",0
2754,"""Paul Anthony Mahon""","""W. Whitney George""",0
2755,"""Paul Anthony Mahon""","""Brian Johnston Porter""",0
2756,"""Paul Anthony Mahon""","""Graham Patrick Shuttleworth""",0
2757,"""Paul Anthony Mahon""","""William Darryl White""",0
2758,"""Paul Anthony Mahon""","""Stephen Clarkson Peacher""",0
2759,"""Paul Anthony Mahon""","""Derek Neldner""",0
2760,"""Paul Anthony Mahon""","""Bharat B. Masrani""",0
2761,"""Paul Anthony Mahon""","""Kevin J. Thomson""",0
2762,"""Paul Anthony Mahon""","""David Gerard Hutchens""",0
2763,"""Paul Anthony Mahon""","""Luc Mongeau""",0
2764,"""Paul Anthony Mahon""","""Michael J. Cooper""",0
2765,"""Paul Anthony Mahon""","""Steven R. Spaulding""",0
2766,"""Paul Anthony Mahon""","""Navjeet Singh Dhillon""",0
2767,"""Paul Anthony Mahon""","""Laurent Ferreira""",0
2768,"""Paul Anthony Mahon""","""Photis Peter Pascali""",0
2769,"""Paul Anthony Mahon""","""Mirko Bibic""",0
2770,"""Paul Anthony Mahon""","""Scott Carlyle Balfour""",0
2771,"""Paul Anthony Mahon""","""George Raymond Burns""",0
2772,"""Paul Anthony Mahon""","""Randy V. J. Smallwood""",0
2773,"""Paul Anthony Mahon""","""Timothy Michael Miller""",0
2774,"""Paul Anthony Mahon""","""Eric Richer La Fleche""",0
2775,"""Paul Anthony Mahon""","""Terrance Lloyd McKibbon""",0
2776,"""Paul Anthony Mahon""","""Joseph M. Natale""",0
2777,"""Paul Anthony Mahon""","""Michael Cammarata""",0
2778,"""Paul Anthony Mahon""","""Claude Bigras""",0
2779,"""Paul Anthony Mahon""","""Ewout R. Heersink""",0
2780,"""Paul Anthony Mahon""","""L. Scott Thomson""",0
2781,"""Paul Anthony Mahon""","""Pauline Dhillon""",0
2782,"""Paul Anthony Mahon""","""David I. McKay""",0
2783,"""Paul Anthony Mahon""","""Bradley William Corson""",0
2784,"""Paul Anthony Mahon""","""Louis Vachon """,0
2785,"""Paul Anthony Mahon""","""Jose E. Cil""",0
2786,"""Paul Anthony Mahon""","""Nancy C. Southern""",0
2787,"""Paul Anthony Mahon""","""Donald B. Kayne""",0
2788,"""Paul Anthony Mahon""","""Peter Gerald Jan Kukielski""",0
2789,"""Paul Anthony Mahon""","""Daniel Barclay""",0
2790,"""Paul Anthony Mahon""","""Trevor English""",0
2791,"""Paul Anthony Mahon""","""Zoran Stakic""",0
2792,"""Paul Anthony Mahon""","""Alain Bouchard""",0
2793,"""Paul Anthony Mahon""","""Frank Patrick D'Eramo""",0
2794,"""Paul Anthony Mahon""","""Donald M. Jenkins""",0
2795,"""Paul Anthony Mahon""","""Madhu Ranganathan""",0
2796,"""Paul Anthony Mahon""","""Richard Lord""",0
2797,"""Paul Anthony Mahon""","""Anil Wadhwani""",0
2798,"""Paul Anthony Mahon""","""Kevan S. Gorrie""",0
2799,"""Paul Anthony Mahon""","""Ian L. Edwards""",0
2800,"""Paul Anthony Mahon""","""Martin Schwartz""",0
2801,"""Paul Anthony Mahon""","""Jeffrey Schwartz""",0
2802,"""Paul Anthony Mahon""","""Jeff Segel""",0
2803,"""Paul Anthony Mahon""","""Jay A. Forbes""",0
2804,"""Paul Anthony Mahon""","""Thomas J. Appio""",0
2805,"""Paul Anthony Mahon""","""Michael Steinmann""",0
2806,"""Paul Anthony Mahon""","""Simon David Harrison""",0
2807,"""Paul Anthony Mahon""","""Siegfried W. Kiefer""",0
2808,"""Paul Anthony Mahon""","""Timothy Alexander Miller""",0
2809,"""Paul Anthony Mahon""","""Christopher Allan Govan""",0
2810,"""Paul Anthony Mahon""","""Victor G. Dodig""",0
2811,"""Paul Anthony Mahon""","""Paul S. Herendeen""",0
2812,"""Paul Anthony Mahon""","""Mark Kenney""",0
2813,"""Paul Anthony Mahon""","""Geert Verellen""",0
2814,"""Paul Anthony Mahon""","""Ian M. Fillinger""",0
2815,"""Paul Anthony Mahon""","""Robert P. Wildeboer""",0
2816,"""Paul Anthony Mahon""","""Worthing F. Jackman""",0
2817,"""Paul Anthony Mahon""","""Richard Dufresne""",0
2818,"""Paul Anthony Mahon""","""Paul McAleese""",0
2819,"""Paul Anthony Mahon""","""Joseph D. Randell""",0
2820,"""Paul Anthony Mahon""","""Marc Parent""",0
2821,"""Paul Anthony Mahon""","""Stephen Elias Loukas""",0
2822,"""Paul Anthony Mahon""","""Geoffrey Robillard""",0
2823,"""Paul Anthony Mahon""","""Brian Tellef Vaasjo""",0
2824,"""Paul Anthony Mahon""","""Thomas J. Hofstedter""",0
2825,"""Barry Sean McInerney""","""Jose Boisjoli""",0
2826,"""Barry Sean McInerney""","""Timothy Shawn McKay""",0
2827,"""Barry Sean McInerney""","""Jean Gattuso""",0
2828,"""Barry Sean McInerney""","""Michael Bennett Medline""",0
2829,"""Barry Sean McInerney""","""Al Monaco""",0
2830,"""Barry Sean McInerney""","""Geoffrey T. Martin""",0
2831,"""Barry Sean McInerney""","""Robert Andrew Mionis""",0
2832,"""Barry Sean McInerney""","""Joseph C. Papa""",0
2833,"""Barry Sean McInerney""","""Peter J. Marrone""",0
2834,"""Barry Sean McInerney""","""Jamie Bennett Porteous""",0
2835,"""Barry Sean McInerney""","""Charles J. G. Brindamour""",0
2836,"""Barry Sean McInerney""","""Anthony Munk""",0
2837,"""Barry Sean McInerney""","""Jean-Guy Desjardins""",0
2838,"""Barry Sean McInerney""","""Jeffrey Robert Carney""",11
2839,"""Barry Sean McInerney""","""Francois Olivier""",0
2840,"""Barry Sean McInerney""","""Randall L. Crawford""",0
2841,"""Barry Sean McInerney""","""Kevin Andrew McCreadie""",0
2842,"""Barry Sean McInerney""","""Damon Murchison""",12
2843,"""Barry Sean McInerney""","""Alan Schwartz""",0
2844,"""Barry Sean McInerney""","""Neil Rossy""",0
2845,"""Barry Sean McInerney""","""Ann M. Fandozzi""",0
2846,"""Barry Sean McInerney""","""Glenn J. Chamandy""",0
2847,"""Barry Sean McInerney""","""John S. Chen""",0
2848,"""Barry Sean McInerney""","""Galen G. Weston""",1
2849,"""Barry Sean McInerney""","""Gary Berman""",0
2850,"""Barry Sean McInerney""","""Daniel Racine""",0
2851,"""Barry Sean McInerney""","""Michael H. McCain""",0
2852,"""Barry Sean McInerney""","""Peter F. Grosskopf""",0
2853,"""Barry Sean McInerney""","""David Eric Klein""",0
2854,"""Barry Sean McInerney""","""W. Whitney George""",0
2855,"""Barry Sean McInerney""","""Brian Johnston Porter""",0
2856,"""Barry Sean McInerney""","""Graham Patrick Shuttleworth""",0
2857,"""Barry Sean McInerney""","""William Darryl White""",0
2858,"""Barry Sean McInerney""","""Stephen Clarkson Peacher""",0
2859,"""Barry Sean McInerney""","""Derek Neldner""",0
2860,"""Barry Sean McInerney""","""Bharat B. Masrani""",0
2861,"""Barry Sean McInerney""","""Kevin J. Thomson""",0
2862,"""Barry Sean McInerney""","""David Gerard Hutchens""",0
2863,"""Barry Sean McInerney""","""Luc Mongeau""",0
2864,"""Barry Sean McInerney""","""Michael J. Cooper""",0
2865,"""Barry Sean McInerney""","""Steven R. Spaulding""",0
2866,"""Barry Sean McInerney""","""Navjeet Singh Dhillon""",0
2867,"""Barry Sean McInerney""","""Laurent Ferreira""",0
2868,"""Barry Sean McInerney""","""Photis Peter Pascali""",0
2869,"""Barry Sean McInerney""","""Mirko Bibic""",0
2870,"""Barry Sean McInerney""","""Scott Carlyle Balfour""",0
2871,"""Barry Sean McInerney""","""George Raymond Burns""",0
2872,"""Barry Sean McInerney""","""Randy V. J. Smallwood""",0
2873,"""Barry Sean McInerney""","""Timothy Michael Miller""",0
2874,"""Barry Sean McInerney""","""Eric Richer La Fleche""",0
2875,"""Barry Sean McInerney""","""Terrance Lloyd McKibbon""",0
2876,"""Barry Sean McInerney""","""Joseph M. Natale""",0
2877,"""Barry Sean McInerney""","""Michael Cammarata""",0
2878,"""Barry Sean McInerney""","""Claude Bigras""",0
2879,"""Barry Sean McInerney""","""Ewout R. Heersink""",0
2880,"""Barry Sean McInerney""","""L. Scott Thomson""",0
2881,"""Barry Sean McInerney""","""Pauline Dhillon""",0
2882,"""Barry Sean McInerney""","""David I. McKay""",0
2883,"""Barry Sean McInerney""","""Bradley William Corson""",0
2884,"""Barry Sean McInerney""","""Louis Vachon """,0
2885,"""Barry Sean McInerney""","""Jose E. Cil""",0
2886,"""Barry Sean McInerney""","""Nancy C. Southern""",0
2887,"""Barry Sean McInerney""","""Donald B. Kayne""",0
2888,"""Barry Sean McInerney""","""Peter Gerald Jan Kukielski""",0
2889,"""Barry Sean McInerney""","""Daniel Barclay""",0
2890,"""Barry Sean McInerney""","""Trevor English""",0
2891,"""Barry Sean McInerney""","""Zoran Stakic""",0
2892,"""Barry Sean McInerney""","""Alain Bouchard""",0
2893,"""Barry Sean McInerney""","""Frank Patrick D'Eramo""",0
2894,"""Barry Sean McInerney""","""Donald M. Jenkins""",0
2895,"""Barry Sean McInerney""","""Madhu Ranganathan""",0
2896,"""Barry Sean McInerney""","""Richard Lord""",0
2897,"""Barry Sean McInerney""","""Anil Wadhwani""",0
2898,"""Barry Sean McInerney""","""Kevan S. Gorrie""",0
2899,"""Barry Sean McInerney""","""Ian L. Edwards""",0
2900,"""Barry Sean McInerney""","""Martin Schwartz""",0
2901,"""Barry Sean McInerney""","""Jeffrey Schwartz""",0
2902,"""Barry Sean McInerney""","""Jeff Segel""",0
2903,"""Barry Sean McInerney""","""Jay A. Forbes""",0
2904,"""Barry Sean McInerney""","""Thomas J. Appio""",0
2905,"""Barry Sean McInerney""","""Michael Steinmann""",0
2906,"""Barry Sean McInerney""","""Simon David Harrison""",0
2907,"""Barry Sean McInerney""","""Siegfried W. Kiefer""",0
2908,"""Barry Sean McInerney""","""Timothy Alexander Miller""",0
2909,"""Barry Sean McInerney""","""Christopher Allan Govan""",0
2910,"""Barry Sean McInerney""","""Victor G. Dodig""",0
2911,"""Barry Sean McInerney""","""Paul S. Herendeen""",0
2912,"""Barry Sean McInerney""","""Mark Kenney""",0
2913,"""Barry Sean McInerney""","""Geert Verellen""",0
2914,"""Barry Sean McInerney""","""Ian M. Fillinger""",0
2915,"""Barry Sean McInerney""","""Robert P. Wildeboer""",0
2916,"""Barry Sean McInerney""","""Worthing F. Jackman""",0
2917,"""Barry Sean McInerney""","""Richard Dufresne""",0
2918,"""Barry Sean McInerney""","""Paul McAleese""",0
2919,"""Barry Sean McInerney""","""Joseph D. Randell""",0
2920,"""Barry Sean McInerney""","""Marc Parent""",0
2921,"""Barry Sean McInerney""","""Stephen Elias Loukas""",0
2922,"""Barry Sean McInerney""","""Geoffrey Robillard""",0
2923,"""Barry Sean McInerney""","""Brian Tellef Vaasjo""",0
2924,"""Barry Sean McInerney""","""Thomas J. Hofstedter""",0
2925,"""Jose Boisjoli""","""Timothy Shawn McKay""",0
2926,"""Jose Boisjoli""","""Jean Gattuso""",11
2927,"""Jose Boisjoli""","""Michael Bennett Medline""",0
2928,"""Jose Boisjoli""","""Al Monaco""",16
2929,"""Jose Boisjoli""","""Geoffrey T. Martin""",2
2930,"""Jose Boisjoli""","""Robert Andrew Mionis""",0
2931,"""Jose Boisjoli""","""Joseph C. Papa""",8
2932,"""Jose Boisjoli""","""Peter J. Marrone""",0
2933,"""Jose Boisjoli""","""Jamie Bennett Porteous""",0
2934,"""Jose Boisjoli""","""Charles J. G. Brindamour""",2
2935,"""Jose Boisjoli""","""Anthony Munk""",1
2936,"""Jose Boisjoli""","""Jean-Guy Desjardins""",6
2937,"""Jose Boisjoli""","""Jeffrey Robert Carney""",0
2938,"""Jose Boisjoli""","""Francois Olivier""",40
2939,"""Jose Boisjoli""","""Randall L. Crawford""",3
2940,"""Jose Boisjoli""","""Kevin Andrew McCreadie""",0
2941,"""Jose Boisjoli""","""Damon Murchison""",0
2942,"""Jose Boisjoli""","""Alan Schwartz""",3
2943,"""Jose Boisjoli""","""Neil Rossy""",21
2944,"""Jose Boisjoli""","""Ann M. Fandozzi""",0
2945,"""Jose Boisjoli""","""Glenn J. Chamandy""",13
2946,"""Jose Boisjoli""","""John S. Chen""",2
2947,"""Jose Boisjoli""","""Galen G. Weston""",16
2948,"""Jose Boisjoli""","""Gary Berman""",3
2949,"""Jose Boisjoli""","""Daniel Racine""",6
2950,"""Jose Boisjoli""","""Michael H. McCain""",10
2951,"""Jose Boisjoli""","""Peter F. Grosskopf""",0
2952,"""Jose Boisjoli""","""David Eric Klein""",0
2953,"""Jose Boisjoli""","""W. Whitney George""",0
2954,"""Jose Boisjoli""","""Brian Johnston Porter""",0
2955,"""Jose Boisjoli""","""Graham Patrick Shuttleworth""",0
2956,"""Jose Boisjoli""","""William Darryl White""",0
2957,"""Jose Boisjoli""","""Stephen Clarkson Peacher""",0
2958,"""Jose Boisjoli""","""Derek Neldner""",0
2959,"""Jose Boisjoli""","""Bharat B. Masrani""",12
2960,"""Jose Boisjoli""","""Kevin J. Thomson""",0
2961,"""Jose Boisjoli""","""David Gerard Hutchens""",0
2962,"""Jose Boisjoli""","""Luc Mongeau""",0
2963,"""Jose Boisjoli""","""Michael J. Cooper""",6
